Disease,ID,Count,Description,ONTOLOGY
Arrhythmias,GO:0008227,5,G protein-coupled amine receptor activity,MF
Arrhythmias,GO:0015844,5,monoamine transport,BP
Arrhythmias,GO:0015874,5,norepinephrine transport,BP
Arrhythmias,GO:0051937,5,catecholamine transport,BP
Arrhythmias,GO:0098810,5,neurotransmitter reuptake,BP
Arrhythmias,GO:0015081,4,sodium ion transmembrane transporter activity,MF
Arrhythmias,GO:0019229,4,regulation of vasoconstriction,BP
Arrhythmias,GO:0019369,4,arachidonic acid metabolic process,BP
Arrhythmias,GO:0020037,4,heme binding,MF
Arrhythmias,GO:0035725,4,sodium ion transmembrane transport,BP
Arrhythmias,GO:0042734,4,presynaptic membrane,CC
Arrhythmias,GO:0046906,4,tetrapyrrole binding,MF
Arrhythmias,GO:0071466,4,cellular response to xenobiotic stimulus,BP
Arrhythmias,GO:0071875,4,adrenergic receptor signaling pathway,BP
Arrhythmias,GO:0071880,4,adenylate cyclase-activating adrenergic receptor signaling pathway,BP
Arrhythmias,GO:1901338,4,catecholamine binding,MF
Arrhythmias,GO:0001975,3,response to amphetamine,BP
Arrhythmias,GO:0003044,3,regulation of systemic arterial blood pressure mediated by a chemical signal,BP
Arrhythmias,GO:0006584,3,catecholamine metabolic process,BP
Arrhythmias,GO:0009712,3,catechol-containing compound metabolic process,BP
Arrhythmias,GO:0014061,3,regulation of norepinephrine secretion,BP
Arrhythmias,GO:0015837,3,amine transport,BP
Arrhythmias,GO:0019098,3,reproductive behavior,BP
Arrhythmias,GO:0021984,3,adenohypophysis development,BP
Arrhythmias,GO:0031690,3,adrenergic receptor binding,MF
Arrhythmias,GO:0033604,3,negative regulation of catecholamine secretion,BP
Arrhythmias,GO:0035094,3,response to nicotine,BP
Arrhythmias,GO:0035150,3,regulation of tube size,BP
Arrhythmias,GO:0035296,3,regulation of tube diameter,BP
Arrhythmias,GO:0042310,3,vasoconstriction,BP
Arrhythmias,GO:0044298,3,cell body membrane,CC
Arrhythmias,GO:0045664,3,regulation of neuron differentiation,BP
Arrhythmias,GO:0045777,3,positive regulation of blood pressure,BP
Arrhythmias,GO:0048148,3,behavioral response to cocaine,BP
Arrhythmias,GO:0048241,3,epinephrine transport,BP
Arrhythmias,GO:0048243,3,norepinephrine secretion,BP
Arrhythmias,GO:0050432,3,catecholamine secretion,BP
Arrhythmias,GO:0051048,3,negative regulation of secretion,BP
Arrhythmias,GO:0051952,3,regulation of amine transport,BP
Arrhythmias,GO:0051953,3,negative regulation of amine transport,BP
Arrhythmias,GO:0061098,3,positive regulation of protein tyrosine kinase activity,BP
Arrhythmias,GO:0097746,3,blood vessel diameter maintenance,BP
Arrhythmias,GO:1901020,3,negative regulation of calcium ion transmembrane transporter activity,BP
Arrhythmias,GO:1903531,3,negative regulation of secretion by cell,BP
Arrhythmias,GO:0005901,2,caveola,CC
Arrhythmias,GO:0006690,2,icosanoid metabolic process,BP
Arrhythmias,GO:0006937,2,regulation of muscle contraction,BP
Arrhythmias,GO:0006939,2,smooth muscle contraction,BP
Arrhythmias,GO:0006940,2,regulation of smooth muscle contraction,BP
Arrhythmias,GO:0007189,2,adenylate cyclase-activating G protein-coupled receptor signaling pathway,BP
Arrhythmias,GO:0007193,2,adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway,BP
Arrhythmias,GO:0007565,2,female pregnancy,BP
Arrhythmias,GO:0007617,2,mating behavior,BP
Arrhythmias,GO:0008217,2,regulation of blood pressure,BP
Arrhythmias,GO:0010460,2,positive regulation of heart rate,BP
Arrhythmias,GO:0014074,2,response to purine-containing compound,BP
Arrhythmias,GO:0015718,2,monocarboxylic acid transport,BP
Arrhythmias,GO:0030168,2,platelet activation,BP
Arrhythmias,GO:0030594,2,neurotransmitter receptor activity,MF
Arrhythmias,GO:0031420,2,alkali metal ion binding,MF
Arrhythmias,GO:0032098,2,regulation of appetite,BP
Arrhythmias,GO:0032147,2,activation of protein kinase activity,BP
Arrhythmias,GO:0032148,2,activation of protein kinase B activity,BP
Arrhythmias,GO:0033555,2,multicellular organismal response to stress,BP
Arrhythmias,GO:0033559,2,unsaturated fatty acid metabolic process,BP
Arrhythmias,GO:0040014,2,regulation of multicellular organism growth,BP
Arrhythmias,GO:0042311,2,vasodilation,BP
Arrhythmias,GO:0043279,2,response to alkaloid,BP
Arrhythmias,GO:0044853,2,plasma membrane raft,CC
Arrhythmias,GO:0045471,2,response to ethanol,BP
Arrhythmias,GO:0045823,2,positive regulation of heart contraction,BP
Arrhythmias,GO:0046621,2,negative regulation of organ growth,BP
Arrhythmias,GO:0046683,2,response to organophosphorus,BP
Arrhythmias,GO:0048265,2,response to pain,BP
Arrhythmias,GO:0048484,2,enteric nervous system development,BP
Arrhythmias,GO:0050433,2,regulation of catecholamine secretion,BP
Arrhythmias,GO:0050905,2,neuromuscular process,BP
Arrhythmias,GO:0050951,2,sensory perception of temperature stimulus,BP
Arrhythmias,GO:0051385,2,response to mineralocorticoid,BP
Arrhythmias,GO:0051412,2,response to corticosterone,BP
Arrhythmias,GO:0051580,2,regulation of neurotransmitter uptake,BP
Arrhythmias,GO:0071867,2,response to monoamine,BP
Arrhythmias,GO:0071868,2,cellular response to monoamine stimulus,BP
Arrhythmias,GO:0071869,2,response to catecholamine,BP
Arrhythmias,GO:0071870,2,cellular response to catecholamine stimulus,BP
Arrhythmias,GO:0099171,2,presynaptic modulation of chemical synaptic transmission,BP
Arrhythmias,GO:1903170,2,negative regulation of calcium ion transmembrane transport,BP
Arrhythmias,GO:1903350,2,response to dopamine,BP
Arrhythmias,GO:1903351,2,cellular response to dopamine,BP
Arrhythmias,GO:1903409,2,reactive oxygen species biosynthetic process,BP
Arrhythmias,GO:1903524,2,positive regulation of blood circulation,BP
Arrhythmias,GO:2000273,2,positive regulation of signaling receptor activity,BP
Arrhythmias,GO:0001508,1,action potential,BP
Arrhythmias,GO:0001556,1,oocyte maturation,BP
Arrhythmias,GO:0001659,1,temperature homeostasis,BP
Arrhythmias,GO:0001678,1,intracellular glucose homeostasis,BP
Arrhythmias,GO:0001774,1,microglial cell activation,BP
Arrhythmias,GO:0001976,1,nervous system process involved in regulation of systemic arterial blood pressure,BP
Arrhythmias,GO:0001990,1,regulation of systemic arterial blood pressure by hormone,BP
Arrhythmias,GO:0001991,1,regulation of systemic arterial blood pressure by circulatory renin-angiotensin,BP
Arrhythmias,GO:0002002,1,regulation of angiotensin levels in blood,BP
Arrhythmias,GO:0002026,1,regulation of the force of heart contraction,BP
Arrhythmias,GO:0002027,1,regulation of heart rate,BP
Arrhythmias,GO:0002269,1,leukocyte activation involved in inflammatory response,BP
Arrhythmias,GO:0002675,1,positive regulation of acute inflammatory response,BP
Arrhythmias,GO:0002791,1,regulation of peptide secretion,BP
Arrhythmias,GO:0003071,1,renal system process involved in regulation of systemic arterial blood pressure,BP
Arrhythmias,GO:0003073,1,regulation of systemic arterial blood pressure,BP
Arrhythmias,GO:0003081,1,regulation of systemic arterial blood pressure by renin-angiotensin,BP
Arrhythmias,GO:0003085,1,negative regulation of systemic arterial blood pressure,BP
Arrhythmias,GO:0003298,1,physiological muscle hypertrophy,BP
Arrhythmias,GO:0003301,1,physiological cardiac muscle hypertrophy,BP
Arrhythmias,GO:0004993,1,G protein-coupled serotonin receptor activity,MF
Arrhythmias,GO:0005242,1,inward rectifier potassium channel activity,MF
Arrhythmias,GO:0006509,1,membrane protein ectodomain proteolysis,BP
Arrhythmias,GO:0006633,1,fatty acid biosynthetic process,BP
Arrhythmias,GO:0006775,1,fat-soluble vitamin metabolic process,BP
Arrhythmias,GO:0006835,1,dicarboxylic acid transport,BP
Arrhythmias,GO:0006941,1,striated muscle contraction,BP
Arrhythmias,GO:0007187,1,"G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger",BP
Arrhythmias,GO:0007200,1,phospholipase C-activating G protein-coupled receptor signaling pathway,BP
Arrhythmias,GO:0007204,1,positive regulation of cytosolic calcium ion concentration,BP
Arrhythmias,GO:0007210,1,serotonin receptor signaling pathway,BP
Arrhythmias,GO:0007566,1,embryo implantation,BP
Arrhythmias,GO:0007612,1,learning,BP
Arrhythmias,GO:0007613,1,memory,BP
Arrhythmias,GO:0007622,1,rhythmic behavior,BP
Arrhythmias,GO:0007631,1,feeding behavior,BP
Arrhythmias,GO:0007632,1,visual behavior,BP
Arrhythmias,GO:0008203,1,cholesterol metabolic process,BP
Arrhythmias,GO:0008306,1,associative learning,BP
Arrhythmias,GO:0008542,1,visual learning,BP
Arrhythmias,GO:0009411,1,response to UV,BP
Arrhythmias,GO:0009994,1,oocyte differentiation,BP
Arrhythmias,GO:0010232,1,vascular transport,BP
Arrhythmias,GO:0010248,1,establishment or maintenance of transmembrane electrochemical gradient,BP
Arrhythmias,GO:0010469,1,regulation of signaling receptor activity,BP
Arrhythmias,GO:0010517,1,regulation of phospholipase activity,BP
Arrhythmias,GO:0010518,1,positive regulation of phospholipase activity,BP
Arrhythmias,GO:0010611,1,regulation of cardiac muscle hypertrophy,BP
Arrhythmias,GO:0010765,1,positive regulation of sodium ion transport,BP
Arrhythmias,GO:0010863,1,positive regulation of phospholipase C activity,BP
Arrhythmias,GO:0010875,1,positive regulation of cholesterol efflux,BP
Arrhythmias,GO:0010888,1,negative regulation of lipid storage,BP
Arrhythmias,GO:0014047,1,glutamate secretion,BP
Arrhythmias,GO:0014743,1,regulation of muscle hypertrophy,BP
Arrhythmias,GO:0014829,1,vascular associated smooth muscle contraction,BP
Arrhythmias,GO:0014854,1,response to inactivity,BP
Arrhythmias,GO:0015276,1,ligand-gated monoatomic ion channel activity,MF
Arrhythmias,GO:0015459,1,potassium channel regulator activity,MF
Arrhythmias,GO:0015732,1,prostaglandin transport,BP
Arrhythmias,GO:0015800,1,acidic amino acid transport,BP
Arrhythmias,GO:0015908,1,fatty acid transport,BP
Arrhythmias,GO:0016125,1,sterol metabolic process,BP
Arrhythmias,GO:0016486,1,peptide hormone processing,BP
Arrhythmias,GO:0019226,1,transmission of nerve impulse,BP
Arrhythmias,GO:0022410,1,circadian sleep/wake cycle process,BP
Arrhythmias,GO:0022834,1,ligand-gated channel activity,MF
Arrhythmias,GO:0030073,1,insulin secretion,BP
Arrhythmias,GO:0030307,1,positive regulation of cell growth,BP
Arrhythmias,GO:0030308,1,negative regulation of cell growth,BP
Arrhythmias,GO:0030431,1,sleep,BP
Arrhythmias,GO:0031279,1,regulation of cyclase activity,BP
Arrhythmias,GO:0031281,1,positive regulation of cyclase activity,BP
Arrhythmias,GO:0031644,1,regulation of nervous system process,BP
Arrhythmias,GO:0031960,1,response to corticosteroid,BP
Arrhythmias,GO:0032228,1,"regulation of synaptic transmission, GABAergic",BP
Arrhythmias,GO:0032368,1,regulation of lipid transport,BP
Arrhythmias,GO:0032373,1,positive regulation of sterol transport,BP
Arrhythmias,GO:0032376,1,positive regulation of cholesterol transport,BP
Arrhythmias,GO:0032410,1,negative regulation of transporter activity,BP
Arrhythmias,GO:0032413,1,negative regulation of ion transmembrane transporter activity,BP
Arrhythmias,GO:0032722,1,positive regulation of chemokine production,BP
Arrhythmias,GO:0032890,1,regulation of organic acid transport,BP
Arrhythmias,GO:0032922,1,circadian regulation of gene expression,BP
Arrhythmias,GO:0034614,1,cellular response to reactive oxygen species,BP
Arrhythmias,GO:0034763,1,negative regulation of transmembrane transport,BP
Arrhythmias,GO:0034766,1,negative regulation of monoatomic ion transmembrane transport,BP
Arrhythmias,GO:0035051,1,cardiocyte differentiation,BP
Arrhythmias,GO:0035249,1,"synaptic transmission, glutamatergic",BP
Arrhythmias,GO:0035265,1,organ growth,BP
Arrhythmias,GO:0035270,1,endocrine system development,BP
Arrhythmias,GO:0035809,1,regulation of urine volume,BP
Arrhythmias,GO:0035810,1,positive regulation of urine volume,BP
Arrhythmias,GO:0035994,1,response to muscle stretch,BP
Arrhythmias,GO:0036294,1,cellular response to decreased oxygen levels,BP
Arrhythmias,GO:0042362,1,fat-soluble vitamin biosynthetic process,BP
Arrhythmias,GO:0042368,1,vitamin D biosynthetic process,BP
Arrhythmias,GO:0042711,1,maternal behavior,BP
Arrhythmias,GO:0042745,1,circadian sleep/wake cycle,BP
Arrhythmias,GO:0042749,1,regulation of circadian sleep/wake cycle,BP
Arrhythmias,GO:0042756,1,drinking behavior,BP
Arrhythmias,GO:0043197,1,dendritic spine,CC
Arrhythmias,GO:0043266,1,regulation of potassium ion transport,BP
Arrhythmias,GO:0043267,1,negative regulation of potassium ion transport,BP
Arrhythmias,GO:0043268,1,positive regulation of potassium ion transport,BP
Arrhythmias,GO:0043271,1,negative regulation of monoatomic ion transport,BP
Arrhythmias,GO:0044309,1,neuron spine,CC
Arrhythmias,GO:0045187,1,"regulation of circadian sleep/wake cycle, sleep",BP
Arrhythmias,GO:0045761,1,regulation of adenylate cyclase activity,BP
Arrhythmias,GO:0045776,1,negative regulation of blood pressure,BP
Arrhythmias,GO:0045932,1,negative regulation of muscle contraction,BP
Arrhythmias,GO:0045933,1,positive regulation of muscle contraction,BP
Arrhythmias,GO:0045940,1,positive regulation of steroid metabolic process,BP
Arrhythmias,GO:0045986,1,negative regulation of smooth muscle contraction,BP
Arrhythmias,GO:0045987,1,positive regulation of smooth muscle contraction,BP
Arrhythmias,GO:0046620,1,regulation of organ growth,BP
Arrhythmias,GO:0046888,1,negative regulation of hormone secretion,BP
Arrhythmias,GO:0048512,1,circadian behavior,BP
Arrhythmias,GO:0048599,1,oocyte development,BP
Arrhythmias,GO:0048639,1,positive regulation of developmental growth,BP
Arrhythmias,GO:0048640,1,negative regulation of developmental growth,BP
Arrhythmias,GO:0048645,1,animal organ formation,BP
Arrhythmias,GO:0050482,1,arachidonic acid secretion,BP
Arrhythmias,GO:0050709,1,negative regulation of protein secretion,BP
Arrhythmias,GO:0050795,1,regulation of behavior,BP
Arrhythmias,GO:0050796,1,regulation of insulin secretion,BP
Arrhythmias,GO:0050802,1,"circadian sleep/wake cycle, sleep",BP
Arrhythmias,GO:0050805,1,negative regulation of synaptic transmission,BP
Arrhythmias,GO:0050806,1,positive regulation of synaptic transmission,BP
Arrhythmias,GO:0050886,1,endocrine process,BP
Arrhythmias,GO:0050892,1,intestinal absorption,BP
Arrhythmias,GO:0050995,1,negative regulation of lipid catabolic process,BP
Arrhythmias,GO:0051043,1,regulation of membrane protein ectodomain proteolysis,BP
Arrhythmias,GO:0051044,1,positive regulation of membrane protein ectodomain proteolysis,BP
Arrhythmias,GO:0051100,1,negative regulation of binding,BP
Arrhythmias,GO:0051208,1,sequestering of calcium ion,BP
Arrhythmias,GO:0051209,1,release of sequestered calcium ion into cytosol,BP
Arrhythmias,GO:0051282,1,regulation of sequestering of calcium ion,BP
Arrhythmias,GO:0051283,1,negative regulation of sequestering of calcium ion,BP
Arrhythmias,GO:0051339,1,regulation of lyase activity,BP
Arrhythmias,GO:0051384,1,response to glucocorticoid,BP
Arrhythmias,GO:0051450,1,myoblast proliferation,BP
Arrhythmias,GO:0051480,1,regulation of cytosolic calcium ion concentration,BP
Arrhythmias,GO:0051591,1,response to cAMP,BP
Arrhythmias,GO:0051592,1,response to calcium ion,BP
Arrhythmias,GO:0051602,1,response to electrical stimulus,BP
Arrhythmias,GO:0051657,1,maintenance of organelle location,BP
Arrhythmias,GO:0051926,1,negative regulation of calcium ion transport,BP
Arrhythmias,GO:0051955,1,regulation of amino acid transport,BP
Arrhythmias,GO:0051966,1,"regulation of synaptic transmission, glutamatergic",BP
Arrhythmias,GO:0055017,1,cardiac muscle tissue growth,BP
Arrhythmias,GO:0055021,1,regulation of cardiac muscle tissue growth,BP
Arrhythmias,GO:0060048,1,cardiac muscle contraction,BP
Arrhythmias,GO:0060159,1,regulation of dopamine receptor signaling pathway,BP
Arrhythmias,GO:0060191,1,regulation of lipase activity,BP
Arrhythmias,GO:0060193,1,positive regulation of lipase activity,BP
Arrhythmias,GO:0060291,1,long-term synaptic potentiation,BP
Arrhythmias,GO:0060402,1,calcium ion transport into cytosol,BP
Arrhythmias,GO:0060419,1,heart growth,BP
Arrhythmias,GO:0060420,1,regulation of heart growth,BP
Arrhythmias,GO:0060538,1,skeletal muscle organ development,BP
Arrhythmias,GO:0060746,1,parental behavior,BP
Arrhythmias,GO:0060986,1,endocrine hormone secretion,BP
Arrhythmias,GO:0061049,1,cell growth involved in cardiac muscle cell development,BP
Arrhythmias,GO:0061097,1,regulation of protein tyrosine kinase activity,BP
Arrhythmias,GO:0061614,1,miRNA transcription,BP
Arrhythmias,GO:0061900,1,glial cell activation,BP
Arrhythmias,GO:0071260,1,cellular response to mechanical stimulus,BP
Arrhythmias,GO:0071453,1,cellular response to oxygen levels,BP
Arrhythmias,GO:0071715,1,icosanoid transport,BP
Arrhythmias,GO:0071902,1,positive regulation of protein serine/threonine kinase activity,BP
Arrhythmias,GO:0086008,1,voltage-gated potassium channel activity involved in cardiac muscle cell action potential repolarization,MF
Arrhythmias,GO:0086013,1,membrane repolarization during cardiac muscle cell action potential,BP
Arrhythmias,GO:0086014,1,atrial cardiac muscle cell action potential,BP
Arrhythmias,GO:0086026,1,atrial cardiac muscle cell to AV node cell signaling,BP
Arrhythmias,GO:0086066,1,atrial cardiac muscle cell to AV node cell communication,BP
Arrhythmias,GO:0090276,1,regulation of peptide hormone secretion,BP
Arrhythmias,GO:0097062,1,dendritic spine maintenance,BP
Arrhythmias,GO:0098664,1,G protein-coupled serotonin receptor signaling pathway,BP
Arrhythmias,GO:0098915,1,membrane repolarization during ventricular cardiac muscle cell action potential,BP
Arrhythmias,GO:0098992,1,neuronal dense core vesicle,CC
Arrhythmias,GO:0099505,1,regulation of presynaptic membrane potential,BP
Arrhythmias,GO:0099589,1,serotonin receptor activity,MF
Arrhythmias,GO:0099624,1,atrial cardiac muscle cell membrane repolarization,BP
Arrhythmias,GO:0099625,1,ventricular cardiac muscle cell membrane repolarization,BP
Arrhythmias,GO:0099634,1,postsynaptic specialization membrane,CC
Arrhythmias,GO:0120162,1,positive regulation of cold-induced thermogenesis,BP
Arrhythmias,GO:0140115,1,export across plasma membrane,BP
Arrhythmias,GO:0140353,1,lipid export from cell,BP
Arrhythmias,GO:0140448,1,signaling receptor ligand precursor processing,BP
Arrhythmias,GO:0150076,1,neuroinflammatory response,BP
Arrhythmias,GO:0150104,1,transport across blood-brain barrier,BP
Arrhythmias,GO:1900271,1,regulation of long-term synaptic potentiation,BP
Arrhythmias,GO:1900273,1,positive regulation of long-term synaptic potentiation,BP
Arrhythmias,GO:1900274,1,regulation of phospholipase C activity,BP
Arrhythmias,GO:1901385,1,regulation of voltage-gated calcium channel activity,BP
Arrhythmias,GO:1901386,1,negative regulation of voltage-gated calcium channel activity,BP
Arrhythmias,GO:1902282,1,voltage-gated potassium channel activity involved in ventricular cardiac muscle cell action potential repolarization,MF
Arrhythmias,GO:1902307,1,positive regulation of sodium ion transmembrane transport,BP
Arrhythmias,GO:1902600,1,proton transmembrane transport,BP
Arrhythmias,GO:1902652,1,secondary alcohol metabolic process,BP
Arrhythmias,GO:1902893,1,regulation of miRNA transcription,BP
Arrhythmias,GO:1902895,1,positive regulation of miRNA transcription,BP
Arrhythmias,GO:1902950,1,regulation of dendritic spine maintenance,BP
Arrhythmias,GO:1903169,1,regulation of calcium ion transmembrane transport,BP
Arrhythmias,GO:1903963,1,arachidonate transport,BP
Arrhythmias,GO:1904063,1,negative regulation of cation transmembrane transport,BP
Arrhythmias,GO:1904645,1,response to amyloid-beta,BP
Arrhythmias,GO:1904646,1,cellular response to amyloid-beta,BP
Arrhythmias,GO:1904707,1,positive regulation of vascular associated smooth muscle cell proliferation,BP
Arrhythmias,GO:1905952,1,regulation of lipid localization,BP
Arrhythmias,GO:1990845,1,adaptive thermogenesis,BP
Arrhythmias,GO:2000377,1,regulation of reactive oxygen species metabolic process,BP
Arrhythmias,GO:2000630,1,positive regulation of miRNA metabolic process,BP
Arrhythmias,GO:2000651,1,positive regulation of sodium ion transmembrane transporter activity,BP
Arrhythmias,GO:2001257,1,regulation of cation channel activity,BP
Arterial disease,GO:0008227,5,G protein-coupled amine receptor activity,MF
Arterial disease,GO:0015844,5,monoamine transport,BP
Arterial disease,GO:0015872,5,dopamine transport,BP
Arterial disease,GO:0042178,5,xenobiotic catabolic process,BP
Arterial disease,GO:0051937,5,catecholamine transport,BP
Arterial disease,GO:0098810,5,neurotransmitter reuptake,BP
Arterial disease,GO:0001963,4,"synaptic transmission, dopaminergic",BP
Arterial disease,GO:0005506,4,iron ion binding,MF
Arterial disease,GO:0006805,4,xenobiotic metabolic process,BP
Arterial disease,GO:0015081,4,sodium ion transmembrane transporter activity,MF
Arterial disease,GO:0016709,4,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen",MF
Arterial disease,GO:0019229,4,regulation of vasoconstriction,BP
Arterial disease,GO:0019369,4,arachidonic acid metabolic process,BP
Arterial disease,GO:0020037,4,heme binding,MF
Arterial disease,GO:0035725,4,sodium ion transmembrane transport,BP
Arterial disease,GO:0042759,4,long-chain fatty acid biosynthetic process,BP
Arterial disease,GO:0046906,4,tetrapyrrole binding,MF
Arterial disease,GO:0071466,4,cellular response to xenobiotic stimulus,BP
Arterial disease,GO:0071875,4,adrenergic receptor signaling pathway,BP
Arterial disease,GO:0071880,4,adenylate cyclase-activating adrenergic receptor signaling pathway,BP
Arterial disease,GO:0120254,4,olefinic compound metabolic process,BP
Arterial disease,GO:1901338,4,catecholamine binding,MF
Arterial disease,GO:0001676,3,long-chain fatty acid metabolic process,BP
Arterial disease,GO:0001975,3,response to amphetamine,BP
Arterial disease,GO:0003044,3,regulation of systemic arterial blood pressure mediated by a chemical signal,BP
Arterial disease,GO:0006584,3,catecholamine metabolic process,BP
Arterial disease,GO:0009712,3,catechol-containing compound metabolic process,BP
Arterial disease,GO:0010039,3,response to iron ion,BP
Arterial disease,GO:0014061,3,regulation of norepinephrine secretion,BP
Arterial disease,GO:0015837,3,amine transport,BP
Arterial disease,GO:0019098,3,reproductive behavior,BP
Arterial disease,GO:0021984,3,adenohypophysis development,BP
Arterial disease,GO:0031690,3,adrenergic receptor binding,MF
Arterial disease,GO:0033604,3,negative regulation of catecholamine secretion,BP
Arterial disease,GO:0035094,3,response to nicotine,BP
Arterial disease,GO:0035150,3,regulation of tube size,BP
Arterial disease,GO:0035296,3,regulation of tube diameter,BP
Arterial disease,GO:0035902,3,response to immobilization stress,BP
Arterial disease,GO:0042310,3,vasoconstriction,BP
Arterial disease,GO:0042417,3,dopamine metabolic process,BP
Arterial disease,GO:0044298,3,cell body membrane,CC
Arterial disease,GO:0045777,3,positive regulation of blood pressure,BP
Arterial disease,GO:0048148,3,behavioral response to cocaine,BP
Arterial disease,GO:0048243,3,norepinephrine secretion,BP
Arterial disease,GO:0050432,3,catecholamine secretion,BP
Arterial disease,GO:0051048,3,negative regulation of secretion,BP
Arterial disease,GO:0051952,3,regulation of amine transport,BP
Arterial disease,GO:0051953,3,negative regulation of amine transport,BP
Arterial disease,GO:0060033,3,anatomical structure regression,BP
Arterial disease,GO:0060134,3,prepulse inhibition,BP
Arterial disease,GO:0061098,3,positive regulation of protein tyrosine kinase activity,BP
Arterial disease,GO:0097746,3,blood vessel diameter maintenance,BP
Arterial disease,GO:1901020,3,negative regulation of calcium ion transmembrane transporter activity,BP
Arterial disease,GO:1903531,3,negative regulation of secretion by cell,BP
Arterial disease,GO:0001046,2,core promoter sequence-specific DNA binding,MF
Arterial disease,GO:0005901,2,caveola,CC
Arterial disease,GO:0006576,2,biogenic amine metabolic process,BP
Arterial disease,GO:0006690,2,icosanoid metabolic process,BP
Arterial disease,GO:0006865,2,amino acid transport,BP
Arterial disease,GO:0006937,2,regulation of muscle contraction,BP
Arterial disease,GO:0006939,2,smooth muscle contraction,BP
Arterial disease,GO:0006940,2,regulation of smooth muscle contraction,BP
Arterial disease,GO:0007189,2,adenylate cyclase-activating G protein-coupled receptor signaling pathway,BP
Arterial disease,GO:0007193,2,adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway,BP
Arterial disease,GO:0007565,2,female pregnancy,BP
Arterial disease,GO:0007617,2,mating behavior,BP
Arterial disease,GO:0007620,2,copulation,BP
Arterial disease,GO:0008217,2,regulation of blood pressure,BP
Arterial disease,GO:0009308,2,amine metabolic process,BP
Arterial disease,GO:0010460,2,positive regulation of heart rate,BP
Arterial disease,GO:0014046,2,dopamine secretion,BP
Arterial disease,GO:0014074,2,response to purine-containing compound,BP
Arterial disease,GO:0014075,2,response to amine,BP
Arterial disease,GO:0014856,2,skeletal muscle cell proliferation,BP
Arterial disease,GO:0015718,2,monocarboxylic acid transport,BP
Arterial disease,GO:0019825,2,oxygen binding,MF
Arterial disease,GO:0030168,2,platelet activation,BP
Arterial disease,GO:0030534,2,adult behavior,BP
Arterial disease,GO:0030594,2,neurotransmitter receptor activity,MF
Arterial disease,GO:0031420,2,alkali metal ion binding,MF
Arterial disease,GO:0032147,2,activation of protein kinase activity,BP
Arterial disease,GO:0033555,2,multicellular organismal response to stress,BP
Arterial disease,GO:0033559,2,unsaturated fatty acid metabolic process,BP
Arterial disease,GO:0040014,2,regulation of multicellular organism growth,BP
Arterial disease,GO:0042311,2,vasodilation,BP
Arterial disease,GO:0042908,2,xenobiotic transport,BP
Arterial disease,GO:0044853,2,plasma membrane raft,CC
Arterial disease,GO:0045471,2,response to ethanol,BP
Arterial disease,GO:0045823,2,positive regulation of heart contraction,BP
Arterial disease,GO:0046621,2,negative regulation of organ growth,BP
Arterial disease,GO:0046683,2,response to organophosphorus,BP
Arterial disease,GO:0048265,2,response to pain,BP
Arterial disease,GO:0048484,2,enteric nervous system development,BP
Arterial disease,GO:0050433,2,regulation of catecholamine secretion,BP
Arterial disease,GO:0050951,2,sensory perception of temperature stimulus,BP
Arterial disease,GO:0051385,2,response to mineralocorticoid,BP
Arterial disease,GO:0051580,2,regulation of neurotransmitter uptake,BP
Arterial disease,GO:0051721,2,protein phosphatase 2A binding,MF
Arterial disease,GO:0051954,2,positive regulation of amine transport,BP
Arterial disease,GO:0071276,2,cellular response to cadmium ion,BP
Arterial disease,GO:0071867,2,response to monoamine,BP
Arterial disease,GO:0071868,2,cellular response to monoamine stimulus,BP
Arterial disease,GO:0071869,2,response to catecholamine,BP
Arterial disease,GO:0071870,2,cellular response to catecholamine stimulus,BP
Arterial disease,GO:0099171,2,presynaptic modulation of chemical synaptic transmission,BP
Arterial disease,GO:1903350,2,response to dopamine,BP
Arterial disease,GO:1903351,2,cellular response to dopamine,BP
Arterial disease,GO:1903409,2,reactive oxygen species biosynthetic process,BP
Arterial disease,GO:1903426,2,regulation of reactive oxygen species biosynthetic process,BP
Arterial disease,GO:1903524,2,positive regulation of blood circulation,BP
Arterial disease,GO:2000273,2,positive regulation of signaling receptor activity,BP
Arterial disease,GO:0001508,1,action potential,BP
Arterial disease,GO:0001659,1,temperature homeostasis,BP
Arterial disease,GO:0001774,1,microglial cell activation,BP
Arterial disease,GO:0001965,1,G-protein alpha-subunit binding,MF
Arterial disease,GO:0001976,1,nervous system process involved in regulation of systemic arterial blood pressure,BP
Arterial disease,GO:0001990,1,regulation of systemic arterial blood pressure by hormone,BP
Arterial disease,GO:0001991,1,regulation of systemic arterial blood pressure by circulatory renin-angiotensin,BP
Arterial disease,GO:0002002,1,regulation of angiotensin levels in blood,BP
Arterial disease,GO:0002026,1,regulation of the force of heart contraction,BP
Arterial disease,GO:0002027,1,regulation of heart rate,BP
Arterial disease,GO:0002052,1,positive regulation of neuroblast proliferation,BP
Arterial disease,GO:0002269,1,leukocyte activation involved in inflammatory response,BP
Arterial disease,GO:0002524,1,hypersensitivity,BP
Arterial disease,GO:0002675,1,positive regulation of acute inflammatory response,BP
